YEAR_,FIRE_NAME,GIS_ACRES
1931, ,239.67781
1931, ,247.26411
1931, ,22631.393
1931, ,324.98779
1931, ,1902.0964
1931, ,2699.6746
1931, ,230.01083
1931, ,5468.3369
1931, ,213.06644
1931, ,3622.7412
1931, ,288.87234
1931, ,362.51801
1931, ,120.76875
1931, ,238.46265
1931, ,505.79776
1947, ,184.5598
1947,AZUSA NO. 112,350.56064
1947,SHELL,118.40614
1947, ,6.775269
1947,YBARRA,38.649723
1947,ISLIP,46.115612
1947,LA FOUGE,506.92874
1947, ,163.49512
1947, ,12.452922
1947, ,762.36566
1947, ,416.97412
1947, ,17155.953
1947, ,2317.574
1947, ,179.76326
1947, ,29.874065
1947, ,711.81866
1947, ,30.299549
1947, ,32.814747
1947, ,475.35016
1947, ,749.43121
1947, ,165.92908
1947, ,45.387783
1947, ,417.62634
1947, ,167.51744
1950,SYCAMORE CANYON,3150.342
1950,VALLEY VIEW,2445.0261
1950,RAWSON,3537.7358
1950,TORO,729.42126
1950,NORTH,747.01776
1950,SUNSET DRIVE,236.08279
1950, ,49.556976
1950,BROWNS CYN/LIMEKILN,4233.771
1950,CIENEGA,6681.5303
1950,BOUNDARY,2709.946
1950, ,279.95206
1950, ,6.1979804
1951,PACIFIC MINE,902.47174
1951,PERRY CONTROL ESCAPE,717.50433
2004,FISH,63.075272
2004,GAFFORD,406.00635
2004,LAKEVIEW,360.90649
2004,MORALES,184.07919
2004,PLEASURE,2456.282
1926, ,4640.5034
1926, ,527.39679
1926, ,1084.0922
1926, ,660.58771
1926, ,11351.96
1930, ,326.32178
1931,AGOURA NO. 26,364.4729
1917, ,44009.359
1917, ,99.772026
1917, ,85.624718
1917, ,4648.627
1970,BANNISTER,454.3559
1970,CAMP FAR WEST,588.6994
1970,CAMP GRANT,2969.7188
1970,CARNEGIE #3,4389.7812
1970,CLARKS BUTTE,2850.5818
1970,COPPER MTN.,2499.7798
1976,POTRERO ROAD,80.467751
1976,QUADALASCA,102.21979
1976,ARROYO,206.08673
1949,MANZANITA GRADE,98.596359
1949,JONKOWSKI,29.14353
1949,BOMAN MINE,31.206253
1949,COLD STREAM,99.674667
1999,DOE MILL,10856.75
2006,SKUNK,51.294075
2006,ORE,85.496727
2006,JACK,22.414812
2004,VERBENIA,3831.3708
1964,SOUTH TABLE,413.42212
1964,COTTENWOOD,343.36902
1964,WOODCHUCK,1721.0975
1964,SESPE,770.63654
1970, ,8.2309151
1970, ,4.2056146
1970, ,9.1972551
1970, ,4.7094183
1970, ,51.550514
1970, ,3.2308338
1970, ,19.879375
2005,RINCON,20.668982
2005,DUMP,22.976297
2005,TOLLHOUSE,12.526814
2005,BAGLEY,433.09851
1999,UNION,736.22156
1999,BLOOMER,2609.6748
1999,WOODLAND,995.41833
1970, ,36.740055
1970, ,4.1474185
1970, ,12.601588
1970, ,51.931255
1970, ,7.5088396
1970, ,22.11038
1948, ,11.47089
1948, ,7883.5845
1948, ,12222.059
1948, ,1395.6223
1924, ,634.19275
1999,DUNSTONE,277.91324
2000,CONCOW,1834.89
2000,LARKIN,487.25314
,TAYLOR RANCH,144.67514
,TAYLOR RANCH,49.246464
, ,359.35855
, ,124.31174
, ,33.756817
, ,948.30457
, ,769.40491
, ,678.78973
1910,ULLATHORNE 2,79.661179
1910,BULL CREEK,56.897217
1911, ,80.514214
1911, ,39.779633
1911, ,193.42851
1911, ,514.5451
1911, ,281.6095
1911, ,237.79405
1911, ,245.85248
1911,BLUFF CREEK,1372.6959
1932, ,212.48515
1932,DOMINQUEZ NO. 57,98.463089
1932, ,567.83087
1932, ,3877.9949
1932, ,215.9046
1932, ,249.00758
1932, ,57.493675
1932, ,532.05878
1932, ,69.183014
1932, ,327.51166
1932, ,146.53152
1932, ,326.89011
1932, ,395.48737
1932, ,1063.1414
1932, ,193.18407
1932,HORSE PASTURE RIDGE,8422.9307
1932,LONG VALLEY,6910.1465
1932,GRINDSTONE,2197.5076
1932,PINE NTN,1740.994
1943,BLUE MTN,1692.9539
1944, ,1688.0103
1944, ,994.15704
1944, ,58789.91
1944, ,171.00133
1994,RIDGE LINE,706.40106
1997,ALL ACRES IN MEX,1793.7991
1999,SHOCKEY,3284.5176
1878, ,59468.883
1990,COZY DELL,2974.5623
1990,LOS PADRES,20539.836
1990,MATILIJA,2641.0918
1895, ,628.11365
1896, ,7531.7168
1898, ,1660.103
1898, ,428.43872
1898,LOS PADRES,20539.949
1931,LA JOYA 112,1975.132
1910, ,597.74933
1910,BLUFF CREEK,298.71655
1910,CRAWFORD CREEK 2,497.88507
1910,MILL CREEK,398.29315
1910,HOPKINS CREEK,497.87332
1910,ULLATHORNE PEAK,159.32887
1910, ,4411.6191
1910, ,113.5814
1910,BEE LAKE,298.71906
1910,RED CAP,497.88144
1910,MILL CREEK,597.46112
1924, ,11590.236
1924, ,800.48029
1924, ,10310.091
1924, ,1055.9388
1924, ,1296.9623
1924, ,544.53839
1924, ,5202.7026
1924, ,4076.7192
1924, ,159.51335
1924, ,105.66605
1924, ,233.27386
1924, ,344.00034
1924, ,523.74036
1924, ,1223.3367
1927,CRAWFORD CREEK #2,204.60324
1967, ,232.97458
1967,FARIA,648.15979
1967,IRVINE,769.25238
1968,QUIGLEY FIRE,263.62744
1938,SAN ANTONIO CYN,3322.1355
1938,RED MOUNTAIN,753.70459
1938,VENTURA RIVER,285.99808
1938,WELDON CANYON,58.325302
1938,LA CUESTA,1703.0804
1938, ,77.686661
1938, ,251.91589
1941,ORTEGA RANCH,307.27594
1941,PACIFIC WESTERN,1793.8688
1941, ,557.23859
1941, ,195.96124
1941, ,608.93848
1941, ,406.28723
1941, ,418.07773
1941, ,139.30629
1941, ,1460.715
1941, ,523.75909
1941, ,327.04642
1941, ,1393.2729
1941, ,6374.4932
1955, ,37.918484
1955,UNKNOWN,368.34348
1955,LYONS PEAK,410.39612
1955, ,4065.6108
1955, ,64.790848
1955, ,206.78731
1955, ,70.686859
1971, ,565.05493
1971,ASHE,829.17676
1971,BARBREE #2,266.13385
1971,P.G.&E. #10,2272.7832
1971,SLACK CANYON,852.87854
1971,SWEETWATER,1667.5433
1971,WET,40.14732
1971, ,206.06775
1971,MORENA,58.563854
1971, ,144.41792
1971, ,37.680702
1971,CASTERLINE,420.6088
1948, ,225.45984
1917,POVERTY CANYON,67.534271
1917, ,110.1901
1917,KYBURZ,58.64909
1917, ,2050.8394
1917, ,184.84192
1917, ,300.28238
1917, ,229.05605
1917, ,320.00751
1917, ,466.17752
1917, ,453.60486
1917, ,485.07816
1917, ,699.73065
1917, ,1157.1549
1910, ,2253.7888
1910, ,239.00639
1910, ,387.763
1917, ,759.55609
1961,LEOMA LAKES,245.91861
1961,LIGHTNING #20,13003.057
1961,LOGAN,6707.3589
1961,LONG BAR RD. #1,1063.7939
1961,LUCKY 7,620.03217
1961,LUNEMAN ROAD,300.36743
1961,M. WATSON,1831.8413
1961,MAYS,711.00293
1961,MT. KONOCTI SERIES,3999.52
1961,NORTH CREEK,858.99591
1974, ,4.2597499
1974, ,21.348936
1974, ,2.1905174
1974, ,39.793133
1974, ,2.3051062
1974, ,14.520375
1974, ,15.783267
1974, ,12.880051
1974, ,64.175331
1974, ,97.983765
1925,PROSPECT HILL #2,8.9618216
1925,WHITMORE #4,408.84442
1925,RED CAP #3,42.719845
1925,SALMON SUMMIT,2123.5068
1925,BROWN CABIN,16.93391
1925, ,254.32324
1926, ,455.02396
1926, ,1521.4081
1926, ,201.80298
1926,OLD TOPANGA NO. 2,137.47087
1926,MONTGOMERY RANCH,117.89226
1913, ,14878.055
1913, ,341.91464
1907, ,22.770336
1907, ,139.81551
1907, ,15.726402
1907, ,10.938368
1908, ,214.44446
1908, ,161.84482
1908, ,15.14994
1908,REEVES,859.34882
1908, ,22.326775
1908, ,3.8768978
1908, ,38.246895
1908, ,1360.0465
1908,LUFFENHOLZ,7433.9019
1909, ,415.01947
1909, ,267.40979
1909, ,19.082069
1909, ,20.456987
1909, ,104.3227
1946, ,75.996368
1946,SLONE,324.45871
1946,NICHOL FIRE NO. 122,1993.1936
1946, ,3671.4534
1946,GAVIN,211.14287
1946,GRADE FIRE NO. 177,200.90361
1946,BEATTY NO. 209,159.37527
1946,PELLISIER NO. 180,348.19528
1946, ,39.032894
1946,DIAMOND FIRE F141,920.09412
1946, ,44.181442
1946,SYCAMORE,58.208916
1946,CRYSTAL LAKE,83.364555
1946,COYOTE CREEK,44.410561
1955,FRENCH GULCH,3549.8291
1955,JOHN CROWE,637.00659
1955,HIGHWAY 36 #1,350.57227
1955,LONG,348.88861
1955,HIGHWAY 36 #1,889.49969
1953,STEELE CANYON #2,534.03754
1953, ,218.48378
1953, ,67.54126
1953, ,331.70935
1953, ,457.30618
1953, ,1748.9962
1953,BORY,654.50574
1953,BREAK,504.20911
1953,CONSOLE SPRINGS,2361.2495
1953,MCKINLEY,534.94989
1953,RHINEHART,3055.7263
1953, ,2258.1172
1953,EDISON,873.17291
1953,HWY 126,237.76318
1953, ,147.6111
1953,MUD,247.28983
1921, ,99.144981
1921, ,42.551788
1921, ,38.597797
1921, ,61.343319
1921, ,4.7646608
1921, ,485.62534
1921, ,177.73416
1921, ,13171.718
1921, ,220.93202
1921, ,676.89838
1921, ,124.78569
1921, ,440.13425
1921, ,6006.2603
1921, ,819.47083
1921, ,210.10736
1921, ,625.93988
1921, ,11.099165
1921, ,12.363076
1921,CEDAR PASS,271.03891
1921,GREENS VALLEY,2573.064
1955, ,96.321213
1955, ,118.24216
1955, ,27.536455
1955, ,17.069061
1955, ,62.677044
1955, ,6.0809021
1955, ,347.53726
1977, ,5.6253281
1977, ,33.761337
1977, ,9.419426
1977, ,1.4331936
1977, ,4.9122729
1977,EMMA FIRE,100.2608
1977, ,52.929153
1977, ,15.616525
1977, ,48.254921
1977, ,55.716129
1977,BONITA,7428.0693
1977, ,1527.1311
1977,BEAR TRAP,4044.7073
1986, ,93.407951
1980,RODUNER #2,170.43144
1980,RODUNER #3,6.6984653
1980,ROSEVILLE,236.32272
1980,RUSH,520.85797
1980,TURKEY,817.53436
1954,TWIN SISTER,3892.8743
1954,CASUSE RIDGE,1063.1769
1954,LEACH RANCH,212.96768
1954,POLE # C2586,4.9784594
1954,NELSON,8.9616032
1954,WATSON,3.9831436
1954,CAROL,2.9872482
1954,EAST FORK,7.9659457
1927, ,2898.5706
1928, ,258.52335
1928,SQUIRES RANCH 8,96.32692
1928,RUSSELL OIL WELL #60,1222.4338
1932, ,139.67622
1932, ,319.12323
1932, ,243.28282
1932, ,190.72098
1932, ,334.72604
1932, ,573.90002
1932, ,1171.04
1941, ,672.84674
1941, ,206.70787
1941, ,5226.8379
1941, ,508.61319
1941, ,122.26324
1941, ,845.00964
1941, ,2143.7068
1924, ,971.56879
1924, ,373.22269
1911, ,9.9574633
1911, ,3.4852862
1911, ,4.4811425
1911, ,9.9580193
1911, ,44.809689
1912, ,306.15253
1912, ,147.26939
1912, ,275.75278
1912, ,66.000977
1912, ,39.283615
1916,SIMS GULCH,206.1844
1916, ,165.756
1916, ,75.365036
1916,TROUGH SPRINGS,6189.3066
1917, ,277.60693
1917, ,2294.4004
1917, ,2465.0186
1917, ,2562.9336
1917, ,658.40216
1917, ,304.4884
1917,HASTINGS RANCH,349.85553
1917, ,313.33405
1917, ,214.14716
1917,PALMER CYN,199.43475
1917,PLEASANT VIEW RIDGE,67.564766
1917,THATCHER,29638.473
1961,GREEN VALLEY,526.85266
1961,HIGHWAY 88 NO.1,336.37195
1961,HUNT,292.55936
1961,IRISH HILL,732.01276
1961,JAMES,616.13776
1961,KELSEY MILL,11815.9
1941, ,9.5758085
1941,FRAZIER FIRE 216,594.53455
1941,LUGO FIRE,376.52316
1941,BARTLETT FIRE,480.27383
1941, ,1282.9512
1941, ,555.32605
1945,WHEEL BARROW,4410.0225
1945,BLACK MT.,636.41107
1945,MUD LAKE,6.4304404
1945,BARE CR.,309.55426
1945,BAKE OVEN,14.937388
1945,HORSE LINTO,74.682991
1945,CARRIE RIDGE,3.4852514
1945,HARNDEN,9.9568281
1945,PINE,4.9788861
1945,HETTEN,4.9790034
1945,HUBER,81.382561
1945, ,15791.703
1945,RAYS GULCH,22.047371
1962,HANNA PROP. (BUTANO),242.41377
1962,J. DAVIS,295.54858
1962,KLOTZ,326.0809
1962,LEIB,1328.1257
1964,CASITAS PASS,133.62505
1964,LOUIS V. OLCESE EST.,268.28079
1964,SYCAMORE CANYON,458.99481
1915, ,288.89142
1915, ,53.685001
1915, ,197.92622
1920, ,116.47087
1920, ,176.4019
1920, ,182.90959
1920, ,2385.3186
1920, ,111.46552
1920, ,176.29753
1911, ,405.46414
1911, ,542.39575
1911, ,119.05527
1911, ,1263.106
1911, ,995.75488
1911, ,10394.008
1911, ,111.3465
1911, ,350.33453
1911, ,145.5322
1911, ,421.48865
1911, ,2536.769
1911, ,94.006493
1946, ,87.442619
1946, ,73.095535
1946, ,1282.6831
1946, ,1371.4369
1946, ,204.96716
1958, ,836.4549
1958, ,42.159859
1958, ,64.332329
1958, ,481.37457
1959,SAN ANTONIO,343.79654
1959,SCOTT,480.04898
1959,SKYLINE,367.73697
1959,SODA SPRINGS,580.88861
1959,SPANISH MOUNTAIN,1035.9714
1959,SPOONER,428.48251
1959,V. RICHARDSON,332.31815
1959,WINE CREEK,2041.9749
1940, ,80.086914
1940,BARKHOUSE,2309.0798
1941, ,233.01727
1941, ,198.82069
1941, ,1504.9259
1941, ,649.34235
1941, ,4.9739227
1941,ROHER FIRE NO. 164,340.33725
1941, ,56.392689
1941,GORMAN NO. 91,502.86316
1941,DEBBINS,48.7211
1918, ,316.78937
1918, ,178.86891
1918, ,409.76852
1919, ,506.31747
1941, ,38.495789
1942, ,497.01569
1942,LAS FLORES N. 47,5841.27
1942,COAST NO. 255,145.80972
1941, ,228.75581
1974,GETTY OIL CO.,361.0285
1974,GRAPELINE,467.55029
1990, ,13.968059
1990, ,4.9040594
1990, ,49.779354
1934, ,277.13483
1944, ,437.79843
1949,COX-DELANEY,214.66743
1949,BABBIT,54.861305
1961,CANYON 2,249.21877
1979,RIVER ROAD,663.15131
1979,SCHROEDER,416.61923
1979,SIMMLER FFS,2150.9634
1979,VINYARD CYN DR.,595.51855
1966,HORSE,6973.9419
1967,39TH STREET,3399.2214
1968,WHITEWATER,607.75171
1968, ,1632.5098
1968, ,562.38501
1968, ,474.74219
1968, ,809.97406
1968, ,1552.8824
1968, ,877.87628
1968, ,15982.427
1968,DISTRICT #2,289.44601
1968,CONEJO GRADE BRUSH,856.50665
1968,TAYLOR,295.00815
1968,SISAR CANYON,7.8638821
1968,SHELL,57.32275
1968,FOOTHILL,5.6845827
1968,SYCAMORE,11.079276
1968,CANADA LARGA,241.22975
1968,BEAR VALLEY RANCH,667.85236
1968,COOK PEAK,884.88861
1968,YANKEE MINE,497.70355
1968, ,16.794649
1943,AZUSA FIRE NO. 42,188.35275
1943, ,102.3719
1943,BELLANGER RANCH,1447.6791
1943,SANJON BARRANCA,1039.2611
1943,DICKENSON,426.53702
1943,JONES CANYON,521.58307
1943, ,445.34714
1943, ,590.34979
1943, ,3578.0149
1943, ,83.4039
1943, ,3910.7732
1943, ,5983.2236
1943, ,390.02112
1943, ,4055.9788
1943, ,13707.277
1943, ,985.34186
1943, ,90.807846
1943, ,10110.261
1925, ,59.826221
1950,MANTON,972.14532
1950,ANGELS CREEK,495.27362
1950,BEACON,407.01837
1950,BEAR MT. (CO.RD #10),505.60614
1950,BILL WILLIAMS,537.27911
1950,BLACK BURN,651.69116
1950,BOBO,264.39462
1950,C.W.SYPHERS #3,1654.0847
1950,CAMP BEALE,669.48492
1950,CAMP BEALE #2,4885.9102
1950,CANADA LARGE CANET R,5142.8262
1950,CARSON FLAT,2660.0852
1950,CAVITT,339.28561
1900, ,978.75409
1900,BIG FIRE,2521.0637
1900,BIG FIRE,16960.494
1900,BEDFORD-ISLAND,76.102219
1900,RI/ESCAPE,442.64615
1957,KONOCTI,438.61081
1957,MITCHELL,327.35608
1957,MITCHELL,817.14587
1968,UPTON CANYON,2672.9436
1968,BUNDY,194.02394
1968, ,4255.4438
1968,HUGHS,776.0296
1968,HUNTER LIGGETT #2,469.00812
1968,MELENDY ESCAPE,170.21326
2003,MIDDLE FIRE,329.00134
2003,DUMP FIRE,9.1855145
2003,SHOOTING,22.663868
2003,PIRU,63726.406
2003,HAPPY,285.56458
2003,OLD,91428
2003,CHINA,509.47018
2003,CINDER,79.245895
2003,TIMBER,313.62762
2003,ACKLEY,9599.0205
2003,ROCK,19.137566
1925,HELL HOLE FIRE,5730.6133
1925, ,2620.967
1925, ,155.6395
1925, ,943.38269
1925, ,317.77844
1909, ,513.78442
1926,RED CAP,14.936615
1926,SIMMS GULCH #1,5.9745631
1926,HOPKINS CREEK,4.978725
1926,SOMES PEAK #1,2.4895439
1926,SOMES PEAK #2,3.9831703
1926,CRAWFORD CREEK,86.020538
1926,CHENITCH,509.23984
1926, ,113.48827
1926, ,351.59171
1926, ,188.09123
1927, ,312.5022
1927, ,148.39117
1927,CARTMAN FIRE #11,223.07393
1935, ,390.46402
1935, ,728.58881
1935, ,274.0813
1935, ,939.06226
1935, ,2219.9922
1935, ,3678.8445
1935, ,832.30658
1935,GOOSE LAKE R,125.32892
1935,DISMAL SWAMP,20.840977
1935,SUGAR HILL,58.220997
1935,N/A,54.760059
1935,N/A,4.9782081
1935,N/A,4.9782157
1935,N/A,54.759758
1935,N/A,54.761086
1941,KOWOLOSKI,138.3092
1941,BARNTOP MT.,1707.5481
1941,N/A,4.9788094
1941,SOMES RIDGE,9.4600534
1941,GRAHAM,9.957057
1941,SALT CREEK,4.978972
1941,SECRET GULCH,4.9790778
1941,RUSS,4.9789906
1941,DOGWOOD,4.9790707
1941,NORTH KELSEY,4.9790149
1941,EEL,26.837971
1941,OAK BOTTOM,540.50836
1942, ,295.26965
1942, ,715.7489
1942, ,2933.7307
1942, ,191.24429
1942, ,39.131863
1942, ,134.15669
1942, ,1026.1692
1942,PLUM RIDGE,33.499439
1921, ,86.268318
1921, ,34.208027
1921, ,72.964653
1921, ,161.58252
1921, ,119.57174
1921, ,126.07932
1921, ,1339.1122
1921, ,6348.7886
1921, ,741.31659
1921, ,203.6059
1921, ,131.20387
1921, ,166.06187
1921, ,339.15063
1921, ,1230.4481
1921, ,379.3067
1921, ,685.22382
1917, ,2036.403
1917, ,6268.9878
1917, ,498.36923
1917, ,865.05585
1917, ,459.27762
1926, ,34.048008
1960, ,34.265835
1960, ,10.426006
1960, ,15013.896
1960, ,26.282169
1960, ,916.45764
1960, ,132.97246
1960, ,16.221991
1969, ,393.53012
1969,BLUE MOUNTAIN,462.64951
1920,PILOT CK #2,13.928253
1920,DARK CANYON,8.228898
1920,AMERICAN RIVER,366.45404
1920,BRYANTS MILL,8.3956871
1920,TWIN GULCH,88.730804
1920,TRESSEL  #26,16.267675
1920, ,2124.8298
1920, ,357.32227
1920, ,298.89551
1920, ,2279.738
1920, ,709.53503
1920, ,1186.2388
1951, ,802.63574
1951,MILK RANCH,21978.766
1951,SYCAMORE,7387.2759
1951, ,200.96027
1951, ,634.46918
1951, ,69.481094
1951, ,53.828545
1951, ,78.88237
1951, ,39.590694
1951, ,187.06192
1951,WEST HEIGHT,1330.0342
1951, ,31.483559
1951,THREE DEVILS,10487.111
1951,BOARD,1401.8663
1951,GALLATIN,754.28381
1951,RAGLIN RIDGE,1132.7201
1951,BOARDMAN RIDGE,6675.7319
1931, ,797.04718
1931,DOW #2,1230.3392
1924, ,1489.73
1927, ,381.80414
1927, ,1857.0269
1927,STATELINE,17.40645
1927,BUTCHER SWP.,44.414829
1927,BOUNDARY,2.9871247
1927,BALD MOUNTAIN #1,6.9704266
1927,BALD MOUNTAIN #2,13.940608
1927,SLATE CREEK BUTTE,7.9658351
1927,BALD MOUNTAIN #3,4.9788437
1927,NICKOWITZ,1004.5172
1931,BROWNS RIDGE,7.9659944
1931,NIELSON ROAD,2.4894521
1931,NEW RIVER BLUFF,98.787865
1932, ,50.684685
1932, ,7481.2793
1925, ,116.16316
1925, ,629.46698
1925, ,44.928753
1924, ,229.65854
1924, ,11612.226
1952, ,48.190319
1952,CARVE ACRE,1221.4036
1952, ,350.56857
1952, ,56.149368
1952, ,18.586468
1952, ,55.569023
1952, ,86.077499
1952,SO. FORK,5178.1108
1952, ,64.217255
1952,SAN MANUEL,298.48749
1952, ,115.72104
1952, ,186.33899
1952, ,150.22752
1952, ,830.81384
1952, ,150.25168
1952,DIGGER CREEK,294.03729
1909, ,34.242481
1908, ,169.71761
1908, ,1258.9323
1908, ,631.24591
1908, ,219.46933
1988, ,176.39351
1921, ,86.361153
1943, ,75.646431
1943,BATTLE CREEK,1079.647
1943,HATCH,1109.1541
1943,BAKER,140.45395
1920, ,250.58058
1920, ,2723.8994
1920, ,2799.7029
1920, ,50.514462
1922, ,20.952932
1922, ,26.442621
1922,RUBICON CANYON,29.72109
1922, ,2450.2561
1922,WHISKEY CANYON,8.6861601
1922,LEONI FIRE,35.729431
1922,CALIF DOOR CO,39.388634
1922, ,274.23929
1922, ,6352.9663
1942,AUTRY FIRE,833.14435
1942,LA SALLE NO. 190,797.0509
1942,RICHARDS/SOLEDAD CYN,2973.0229
1942,HUGHES FIRE,288.50708
1942,GUSTAFSON FIRE,2520.9285
1942,GAGE FIRE,132.18948
1942,CAMP 4 FIRE,90.971756
1942,HIYON #135/VANTASELL,184.16525
1942, ,351.51816
1942,KIEGBAUM FIRE,1011.1971
1942,VINO 89,322.12711
1942,NADEAU FIRE,161.41992
1942,MUNDORF NO. 172,3189.5623
1942, ,875.0434
1942, ,90.551247
1942, ,3647.8909
1946, ,46.07341
1946, ,232.30792
1946, ,227.40384
1946,RAILROAD #13,240.84137
1946,GREENWOOD CREEK,127.04864
1946,CIAPAZAI,375.79315
1946,DIAMANTIME,177.46928
1946, ,28.408482
1946, ,94.519333
1946, ,9.8443003
1946, ,67.581978
1946, ,183.91641
1946,LITTLESANDBU,3.2976608
1946,BLUE LAKE,32.934734
1946,N/A,4.9786825
1946,DARTT,20.911013
1946,SCHOOL,74.684464
1946,SOUTH CAMP,4.9790969
1946,SWEETWATER #2,10.008338
1979,TANNEHILL,981.48419
1979,TOMASON #2,1861.027
1979,WHITNEY,467.06189
1979,HARRIS,277.6438
1979,MORENO,294.51691
1979,PYRAMID HILLS,693.98151
1979,SILVER CREEK RANCH,225.77664
1979,STATE OF CAL #32,2292.6741
1996,PATTERSON,475.10382
1996,WESTLEY,539.34161
1996,SHEEP,1376.7396
1997,MILE,1058.8218
1997,TELESCOPE,38.213581
1997,HOPPER,24797.385
1997,TOWER II,529.69696
1997,CASTLE,84.561943
1997,SOUTH LAKE,16.821247
1997,JACKS,5747.0244
1997,ERSKIN,45.241283
1997,THORTON,214.93816
1991,HURLBUTT,201.31558
1991,BARTLETT,44.878796
1992,RAINBOW,2694.4761
1992,BRAVO,2023.8473
1992,RICE,369.71936
1992,WILLOW,233.49768
1992,MANZANITA,964.12225
1992,STAR,421.45123
1992, ,418.59546
1992, ,97.72213
1992, ,5.9744854
1992,DINSMORE,3.7253325
1992,MARTIN,1579.4844
1992,SEBASTAIN,1077.6467
1992,SPARKS,348.69031
1992,PG&E #11,653.18188
1992,ORVIS,262.90182
1992,FRICOT,263.9595
1930, ,4975.519
1926, ,656.02399
1926, ,51.831711
1926, ,47.970909
1926, ,97.936317
1926, ,157.96545
1926, ,26.826427
1926, ,133.05882
1926, ,9.0103445
1926, ,75.95916
1926, ,217.15102
1926, ,137.22714
1926, ,40.931458
1926, ,3.723093
1926, ,18.245991
1926, ,8.8850975
2004,CASTLE,570.10889
2004,STAGEL,313.37344
2004,ROCKY,466.68008
1998,PG&E,62.871048
1998,BRANCH,61.225796
1998,S. OAKGLEN,74.83429
2006,FOREST,11.922279
2006,HUNTER,14.337345
2006,MARSHES,14.915463
2006,MULE,26.803661
1949,LITTLE,7.4683194
2006,CAMANCHE,79.398422
2006,51,43.794327
1949,UPPER CAMP CREEK,27.38376
1949,RUBES DITCH,52.076363
1927, ,455.0712
1927, ,6270.248
1927, ,95.50209
1927,BRISCO,1173.4392
1927, ,784.75208
1937, ,168.9946
1937, ,300.95633
1937, ,447.06897
1937, ,194.76041
1937, ,537.34473
1937, ,1787.0314
1922, ,1658.8922
1922, ,517.00812
1922, ,515.19147
1922,BOUQUET,1608.0077
1922, ,554.83765
1922, ,53.132793
1922,PLEASANT VIEW,72.22213
1922, ,1372.8335
1922, ,908.19171
1922, ,256.90277
1922, ,442.59457
1922, ,425.49979
1922, ,493.01416
1922, ,80.607079
1923, ,923.55121
1923, ,347.2041
1923, ,3888.624
1923, ,58.281845
1923, ,1241.3385
1923,SANTA FEE,609.35339
1923,RIDGE,1044.0746
1924, ,690.40533
1924, ,721.146
1924, ,83.741455
1917, ,165.13335
1917, ,211.06725
1924, ,16.153093
1924, ,16.25449
1924, ,22.452448
1924, ,41.867878
1924, ,27.797037
1924, ,10.824029
1924, ,523.52979
1924,TICKNER RD.,824.95972
1924,TIMBER MT.,1405.1305
1924,SAND BUTTE,779.80591
1924,UPPER MUD SP,3446.6323
1924,INDIAN WELL,1072.1432
1924,TIMBER MT.,4.8587265
1924,C&O LBR. CO.,119.47583
1924,HIGGINS COPPER,7.9660125
1924,SUMMIT VALLEY,149.35474
1924, ,1013.8937
1924, ,1539.7168
1924, ,71.554665
1924, ,749.66589
1924, ,158.42407
1924, ,1053.8931
1926, ,117.8429
1926, ,2390.6104
1926, ,137.31299
1926, ,907.48578
1926, ,482.80219
1926, ,188.55388
1931, ,431.93887
1931, ,179.58536
1931, ,74.268181
1951,ALLEN FLAT,5363.2446
1951,BERRY,661.72186
1951,BURSON,2627.9092
1981,HARVESTOR,224.91704
1984, ,123.6302
1984, ,1977.2847
1984,LYTLE,2430.8579
1984,LOS FLORES,288.38437
1984,MARIPOSA,237.69511
1984, ,308.58371
1984,LOWERY,2858.8472
1966, ,2680.8743
1966, ,89.640495
1966, ,2691.9617
1966,IRON MT.,1101.3409
1966, ,4619.3369
1966, ,326.80014
1966, ,81.280724
1966, ,2230.7837
1966, ,250.26474
1966,CHARLIE FIRE,1316.6633
1914, ,247.14822
1914, ,2383.9285
1914, ,2694.2292
1914, ,56.706924
1914, ,90.375061
1914, ,151.68428
1914, ,93.010757
1914, ,273.93332
1914, ,229.68112
1914, ,188.00055
1914, ,85.605461
1914, ,114.64399
1914, ,100.86282
1914, ,3951.9829
1914, ,145.4944
1915, ,156.59186
1915, ,1601.8193
1915, ,273.38571
1915, ,347.74008
1915, ,721.72424
1915, ,144.08231
1915, ,146.68192
1995,PEACH #2,163.94688
1995,BROOK,25.554045
1995,NOBE,109.20706
1995,BINGO,68.006401
1958,SNOWSTORM,2282.0601
1958,T. J. MONROE,140.16342
1958,T. P. L. #4,984.23096
1958,WHITLOW,1939.8461
1958,ZANONE,397.87595
1958,LIGHTNING #23,313.71286
1958,A.E.C. #2,1223.234
1958,ALVES,291.86481
1958,CARMICHAEL #2,831.11945
1958,CORALL HOLLOW #5,679.79138
1958,CROWN LEAD,943.08405
1958,GUISTO,817.94226
1958,HALL,308.34613
1929, ,227.05739
1929, ,220.20284
1929, ,322.64996
1925, ,159.81165
1925, ,8650.4238
1925, ,304.71432
1925, ,473.43961
1925, ,283.18527
1925, ,247.07903
1926, ,74.561432
1926, ,636.54596
1926, ,797.46783
1926, ,10.201336
1926, ,13.956762
1926, ,27.294344
1926, ,176.60645
1926, ,178.53577
1926,MISTLETOE CP,15.322271
1926,FORT BIDWELL,13100.943
1926,HAWKINS BAR,2.9868309
1909, ,288.6514
1924, ,498.51691
1924, ,303.38513
1923, ,941.6239
1924, ,1102.2108
1924, ,462.66644
1924, ,160.84793
